pokemon_id,form,count_poke,avg_weight,avg_height,avg_size,avg_atk,avg_def,avg_sta,avg_level,avg_iv,avg_lat,avg_lon,iv_100,iv100_percentage,iv_0,iv0_percentage,shinies,shiny_odds,little_top_1,little_top1_percentage,great_top_1,great_top1_percentage,ultra_top_1,ultra_top1_percentage
398,1664,59,21.3768,25.526968046770257,1.1816064210261326,2.9661,7.6271,7.6780,7.7966,16.2542,51.337796,37.09073342987632,-8.107678687983912,1,1.6949,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
135,0,58,21.0145,25.340512834746264,0.8100724538852435,3.0172,7.4138,6.6379,6.0000,14.7414,44.559483,37.08300411778563,-8.107107753084787,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
119,0,57,20.6522,42.18705351310864,1.3330577256386733,3.0526,6.9298,8.0175,7.2456,16.0000,49.317719,37.07173543318571,-8.112133836286404,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
282,298,51,18.4783,47.68463433957567,1.568039733989566,2.9608,8.6667,7.1176,7.0392,16.0196,50.71902,37.0958681520628,-8.092628767197217,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
372,758,51,18.4783,114.9807996562883,1.0946068541676393,3.0196,7.0196,8.9216,7.3137,13.8824,51.677843,37.09993281792319,-8.089452824861555,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1,1.9608,1,1.9608
160,1142,50,18.1159,92.48297164916993,2.3249384450912474,3.0000,6.5200,7.4200,8.5600,16.7000,50.0,37.09382942417478,-8.089630364494663,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
306,1475,47,17.0290,367.43543097313415,2.05474597088834,2.9574,6.5319,6.8936,8.2128,15.4894,48.084256,37.10464513148455,-8.087216948364944,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
85,0,47,17.0290,99.93342225095058,1.9197797166540267,3.0638,7.7021,7.8936,7.4681,15.0000,51.253404,37.08505692772401,-8.1003890302574,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
200,719,47,17.0290,1.0086106566038544,0.6978866851076163,2.9787,7.4255,6.8298,6.9574,17.9362,47.140213,37.097809281151775,-8.092729660082155,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
157,1133,46,16.6667,82.90829314356264,1.6778026197267615,3.0000,9.1304,7.1304,9.2174,19.8478,56.618479,37.10062363041822,-8.097453707357602,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
55,289,45,16.3043,73.0161472744412,1.624407757653131,3.0222,8.0000,7.2000,8.2000,17.2889,52.000222,37.075132229722655,-8.116898389903854,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
714,0,44,15.9420,8.299471215768294,0.5068048828027464,2.9773,7.4318,6.7955,7.4773,15.9545,48.2325,37.102010073424054,-8.07462104626614,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
594,0,43,15.5797,32.48444055956463,1.2140159329702689,3.0000,6.8605,7.9070,7.3953,14.1163,49.251163,37.07208068657002,-8.112605105392417,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
704,0,42,15.2174,2.8355469604333243,0.2985492685721029,3.0000,6.8571,7.0476,6.8571,16.5476,46.138334,37.0978033747317,-8.097586744616953,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
154,1124,41,14.8551,100.04665794372559,1.7638873323798172,2.9250,8.0000,8.3902,8.6341,20.1220,55.609269,37.09822149270515,-8.093216873407734,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
698,0,40,14.4928,25.686842000484468,1.266981230676175,2.9500,7.8750,8.7000,8.1250,17.9750,54.889,37.082490353829186,-8.105353446556268,0,0.0000,0,0.0000,1,2.5000,0,0.0000,0,0.0000,1,2.5000
171,0,38,13.7681,24.073517021379974,1.2393725451670194,3.0263,5.3421,9.1842,5.9737,14.6053,45.555,37.07033298949613,-8.119748988584265,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
90,876,38,13.7681,4.086107504995247,0.3016105455003293,3.0263,6.7105,7.1053,7.0526,12.3158,46.375264,37.070239698488145,-8.115793864188348,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
550,137,37,13.4058,19.289952071937353,1.0271819797722066,3.0270,8.0270,6.7297,6.3243,13.9189,46.847838,37.071691170190405,-8.118123755227426,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
330,752,33,11.9565,84.1999784527403,2.01920498862411,2.9394,8.7273,9.0000,10.1212,18.2424,61.88606,37.078263118583685,-8.108491585409455,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
124,0,32,11.5942,44.7789062992219,1.460500386453444,3.0323,7.0000,7.9063,8.3438,16.3125,51.666875,37.09331080110716,-8.100390760084496,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
340,0,31,11.2319,24.707934748741888,0.8953153952475513,3.0323,7.8710,8.6452,9.9355,22.8387,58.78258,37.06921496919063,-8.109648724585867,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
134,0,28,10.1449,27.82932710647583,0.9634589148419257,3.0357,6.2143,6.0357,6.2500,14.0357,41.110357,37.08350025066761,-8.103331029104316,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
971,0,28,10.1449,35.60529627118792,0.5848766363092831,3.0000,6.8929,5.7500,5.1786,15.7143,39.602143,37.10145409855428,-8.09179219038207,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
14,619,27,9.7826,10.833957795743588,0.6082805494467425,3.0370,8.6667,8.6667,8.1111,16.7407,56.543333,37.06876879486935,-8.107693025442996,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
205,1247,26,9.4203,124.21324964670035,1.161765829874919,3.0769,8.7692,6.6923,6.9231,16.0769,49.744615,37.08188903393474,-8.116151110460821,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
247,316,26,9.4203,150.07666837252103,1.1490704119205477,2.9615,9.3846,8.7308,9.1154,17.9231,60.512693,37.09522706975856,-8.099747230591966,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
99,873,23,8.3333,54.43551992333454,1.2175801759180818,2.9565,7.1304,7.0435,7.7391,17.0870,48.695652,37.069670517020164,-8.11784719645222,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
319,737,21,7.6087,85.99790990920295,1.7822394654864373,3.0952,9.0000,7.4762,7.1429,17.3810,52.486191,37.07437470470417,-8.115901548101881,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
996,0,20,7.2464,18.077034759521485,0.5095995038747795,3.0000,8.0000,8.0500,7.4000,14.1000,52.111,37.10042475250782,-8.100072070806155,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
346,1571,19,6.8841,54.694365651983965,1.4250531604415488,2.8421,10.0000,10.6842,8.4211,21.0526,64.678948,37.07552132362196,-8.115427768074873,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
80,1020,16,5.7971,90.9090301990509,1.6795089021325118,3.1250,10.0625,6.4375,5.6250,20.3750,49.16625,37.07088087392459,-8.118893082092386,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
373,761,12,4.3478,123.42898432413737,1.6054911017417908,3.0833,7.6667,8.1667,7.7500,14.8333,52.4075,37.09914493337029,-8.095729440639118,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
348,1577,12,4.3478,83.38552856445312,1.7315294643243142,3.1667,6.6667,5.9167,7.9167,16.8333,45.554168,37.073073674381256,-8.108230287486952,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
75,69,12,4.3478,117.57235995205966,1.0296129746870564,3.0000,9.0000,7.6667,9.4167,23.3333,57.9625,37.06764972162385,-8.10817487418922,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
376,770,12,4.3478,604.4710159301758,1.6652946174144738,3.1667,7.6667,6.7500,7.1667,15.5000,47.963333,37.0959165700389,-8.111687425180769,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
169,202,10,3.6232,77.74690895080566,1.816232788562775,3.0000,8.1000,9.9000,9.8000,20.5000,61.777001,37.082090770820244,-8.099776064933241,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
15,622,7,2.5362,29.823441914149694,0.9592294096946714,3.0000,9.2857,9.8571,10.5714,14.0000,66.031429,37.066531154493155,-8.108058199018002,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
669,2618,5,1.8116,0.083413948118684,0.097958828508856,3.0000,9.4000,8.6000,7.8000,11.4000,57.332001,37.109842953282474,-8.088962966316695,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
94,1044,4,1.4493,46.117122650146484,1.69076120853424,3.0000,5.7500,7.2500,6.5000,14.2500,43.335,37.07199276079234,-8.110135552760857,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
91,879,4,1.4493,113.99528694152832,1.4187844991683949,3.0000,8.0000,7.0000,5.2500,11.0000,45.0025,37.07215469682497,-8.122895894594816,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
669,2616,4,1.4493,0.10508362483233251,0.1011045780032875,3.0000,6.0000,7.2500,5.7500,12.5000,42.2225,37.09221166444941,-8.102783241304106,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
7,0,3,1.0870,15.115903854370117,0.74511706829071,3.0000,8.3333,11.3333,7.6667,15.0000,60.739999,37.08425006219499,-8.095255137406383,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
76,71,2,0.7246,238.91778564453125,1.38991278409958,3.0000,11.5000,9.0000,12.0000,21.5000,72.220001,37.06475680502816,-8.100879439412939,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
618,2246,2,0.7246,14.25707626342773,0.76100653409958,3.0000,11.5000,6.5000,11.0000,33.0000,64.445,37.073402,-8.101721,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
248,319,2,0.7246,193.8458251953125,1.874739170074465,3.0000,7.0000,9.0000,8.0000,9.5000,53.335,37.08069094795391,-8.106551665087956,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
83,2338,1,0.3623,16.90014266967773,0.39917522668838,1.0000,5.0000,6.0000,11.0000,8.0000,48.889999,37.09059533670659,-8.18580466466321,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
499,0,1,0.3623,33.33256530761719,0.80902695655823,3.0000,8.0000,8.0000,11.0000,18.0000,60.0,37.08793758725833,-8.16403032235036,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
193,0,1,0.3623,47.04179000854492,1.3131331205368,3.0000,10.0000,3.0000,2.0000,16.0000,33.330002,37.07907611007895,-8.09669902838866,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
22,0,1,0.3623,56.65243911743164,1.4513802528381299,3.0000,6.0000,14.0000,2.0000,30.0000,48.889999,37.1055745950295,-8.12792482556999,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
595,0,1,0.3623,0.54772984981537,0.09206821024418,3.0000,11.0000,9.0000,12.0000,15.0000,71.110001,37.070205,-8.107361000000001,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,0,1,0.3623,9.69693660736084,0.52408349514008,3.0000,10.0000,0.0000,13.0000,26.0000,51.110001,37.073402,-8.101721,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
283,0,1,0.3623,2.48005962371826,0.58889281749725,3.0000,1.0000,1.0000,1.0000,16.0000,6.67,37.0685,-8.104114,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
211,2788,1,0.3623,2.13847684860229,0.39245468378067,3.0000,11.0000,4.0000,12.0000,13.0000,60.0,37.08965328382127,-8.15967623121984,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
1,163,1,0.3623,4.73723936080933,0.53432774543762,3.0000,4.0000,13.0000,6.0000,31.0000,51.110001,37.07526179206818,-8.10011103180647,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
311,0,1,0.3623,3.30769443511963,0.37904545664787,3.0000,6.0000,7.0000,0.0000,28.0000,28.889999,37.06340112302333,-8.09209307776698,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
656,0,1,0.3623,6.9172472953796404,0.28724271059036,3.0000,11.0000,12.0000,1.0000,19.0000,53.330002,37.14105436294057,-8.03496947688527,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
