pokemon_id,form,count_poke,avg_weight,avg_height,avg_size,avg_atk,avg_def,avg_sta,avg_level,avg_iv,avg_lat,avg_lon,iv_100,iv100_percentage,iv_0,iv0_percentage,shinies,shiny_odds,little_top_1,little_top1_percentage,great_top_1,great_top1_percentage,ultra_top_1,ultra_top1_percentage
49,262,4,1.4493,13.145683526992798,1.4990017116069776,3.0000,6.2500,9.7500,9.0000,13.7500,55.555001,41.28399823522858,-7.725040106532285,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
31,782,4,1.4493,40.77251148223877,1.0915270149707799,3.0000,12.2500,9.7500,8.0000,14.0000,66.6675,41.288433068003684,-7.717635256400955,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
769,0,4,1.4493,85.64348697662354,0.53821663558483,3.0000,10.2500,3.0000,12.7500,20.2500,57.7775,41.30239101002714,-7.757819893759395,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
422,96,4,1.4493,5.8817899227142325,0.2818169929087125,3.0000,8.5000,4.5000,9.0000,18.2500,48.8875,41.30301792285271,-7.742436856381457,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
550,137,4,1.4493,14.254165291786194,0.9613150358200051,3.0000,10.0000,7.7500,7.2500,18.0000,55.557501,41.304357874859235,-7.739634336267421,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
54,286,3,1.0870,18.370795567830402,0.8341612021128334,3.0000,5.3333,9.3333,11.0000,12.3333,57.036666,41.2977979569338,-7.752634322651969,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
690,0,3,1.0870,5.854550202687584,0.45221930742264,3.0000,10.6667,11.3333,11.3333,21.3333,74.073335,41.308159184580546,-7.731896477987564,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
55,289,3,1.0870,72.05029551188152,1.6607911189397166,3.0000,7.3333,4.3333,7.0000,11.6667,41.48,41.30227160508302,-7.737131622482426,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
525,0,3,1.0870,108.57049560546875,0.92748961846034,3.0000,11.0000,6.6667,9.0000,19.3333,59.26,41.30725671781187,-7.754530873857298,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
688,0,3,1.0870,33.22688102722168,0.52854939301809,3.0000,10.0000,8.3333,8.3333,18.3333,59.260001,41.30739289546764,-7.745193999062927,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
205,1247,2,0.7246,157.02154541015625,1.308846831321715,3.0000,13.0000,10.5000,8.0000,11.0000,70.0,41.29575908298662,-7.728054934264975,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
627,0,2,0.7246,8.05955457687378,0.399059027433395,3.0000,6.5000,5.0000,12.5000,24.0000,53.330002,41.28062768937393,-7.70153539978377,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
18,0,2,0.7246,48.09052085876465,1.63259696960449,3.0000,8.5000,2.0000,6.5000,7.5000,37.779999,41.28007937057869,-7.70331677704014,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
346,1571,2,0.7246,76.72661590576172,1.626664221286775,3.0000,11.5000,5.5000,9.0000,4.5000,57.775002,41.3029295307096,-7.75071021487586,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
85,0,2,0.7246,73.74773979187012,1.7103515863418552,3.0000,9.0000,10.0000,5.0000,18.5000,53.330002,41.28671102806762,-7.73454517894697,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
310,1487,2,0.7246,38.49052906036377,1.407426297664645,3.0000,10.0000,9.0000,2.0000,7.0000,46.67,41.29230134321208,-7.72444568119145,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
210,1256,2,0.7246,46.25469970703125,1.41729551553726,3.0000,10.0000,14.5000,9.5000,17.0000,75.555,41.29845591905013,-7.728009296846345,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
98,870,2,0.7246,7.668543815612795,0.46323442459106,3.0000,5.0000,7.0000,3.5000,18.0000,34.445001,41.29359840226761,-7.746890909363695,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
546,0,2,0.7246,0.7684563994407649,0.3386327624321,3.0000,6.0000,9.5000,10.5000,11.5000,57.780001,41.3033305,-7.7477564999999995,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
457,0,2,0.7246,20.588290214538574,1.06395214796066,3.0000,4.5000,6.5000,3.0000,9.5000,31.11,41.30969883069713,-7.7398893209936155,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
303,833,2,0.7246,8.16621446609497,0.5248987078666649,3.0000,8.5000,7.0000,4.5000,14.5000,44.445,41.30197001908124,-7.73662035226684,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
393,0,1,0.3623,4.45724964141846,0.37226438522339,3.0000,7.0000,15.0000,7.0000,29.0000,64.440002,41.28115692055074,-7.69945713213507,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
615,0,1,0.3623,132.6899871826172,1.07180058956146,3.0000,13.0000,8.0000,5.0000,1.0000,57.779999,41.30380864399,-7.74519269962311,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
56,0,1,0.3623,39.93552398681641,0.58501893281937,3.0000,9.0000,6.0000,5.0000,18.0000,44.439999,41.30915310257203,-7.75953891400621,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
90,876,1,0.3623,4.67841720581055,0.35307157039642,3.0000,15.0000,11.0000,5.0000,26.0000,68.889999,41.32034117430776,-7.71608480605758,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
7,181,1,0.3623,6.09021949768066,0.39033511281013,3.0000,9.0000,0.0000,3.0000,17.0000,26.67,41.31113364957466,-7.73017050498643,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
301,0,1,0.3623,46.30651473999023,1.28851747512817,3.0000,12.0000,10.0000,9.0000,15.0000,68.889999,41.31055362335061,-7.76879334558805,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
399,1667,1,0.3623,14.3045072555542,0.37606093287468,3.0000,6.0000,11.0000,9.0000,2.0000,57.779999,41.29334104486472,-7.75707693015085,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
416,0,1,0.3623,48.87451934814453,1.28623104095459,3.0000,3.0000,13.0000,12.0000,29.0000,62.220001,41.31425712206182,-7.77049153814228,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
164,0,1,0.3623,51.85379028320312,1.67117547988892,3.0000,8.0000,0.0000,7.0000,5.0000,33.330002,41.28128444710529,-7.69988125855814,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
100,0,1,0.3623,15.933310508728031,0.59658539295197,3.0000,10.0000,12.0000,14.0000,31.0000,80.0,41.294402,-7.736126,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
299,1460,1,0.3623,104.90505981445312,0.93115741014481,3.0000,14.0000,13.0000,9.0000,4.0000,80.0,41.294402,-7.736126,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
348,1577,1,0.3623,69.7359390258789,1.4755723476409899,3.0000,10.0000,15.0000,12.0000,13.0000,82.220001,41.31186463967072,-7.74476829986919,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
351,29,1,0.3623,0.54571545124054,0.25799238681793,3.0000,12.0000,12.0000,4.0000,25.0000,62.220001,41.29661392586252,-7.7547848155178905,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
340,0,1,0.3623,18.8144416809082,0.83678489923477,3.0000,1.0000,12.0000,6.0000,27.0000,42.220001,41.30652076012098,-7.75351145068358,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
118,0,1,0.3623,10.19230365753174,0.48823535442352,3.0000,7.0000,14.0000,11.0000,7.0000,71.110001,41.29468345608202,-7.75682224706926,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
6,178,1,0.3623,94.18836975097656,1.61261487007141,3.0000,11.0000,15.0000,7.0000,32.0000,73.330002,41.29730479904132,-7.74570198270145,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
74,68,1,0.3623,25.54325485229492,0.44743978977203,3.0000,5.0000,11.0000,12.0000,24.0000,62.220001,41.286595,-7.741194,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
80,1020,1,0.3623,94.70848083496094,1.73961329460144,3.0000,11.0000,15.0000,10.0000,7.0000,80.0,41.30193400376221,-7.76718010048512,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
318,734,1,0.3623,25.44268798828125,0.87571895122528,3.0000,11.0000,6.0000,5.0000,15.0000,48.889999,41.29916542833818,-7.75970870916286,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
135,0,1,0.3623,19.84326362609863,0.71310675144196,3.0000,15.0000,8.0000,8.0000,13.0000,68.889999,41.30403613760733,-7.71981809004084,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
633,0,1,0.3623,10.62727355957031,0.61366081237793,3.0000,13.0000,11.0000,9.0000,10.0000,73.330002,41.3114869908246,-7.73186776751475,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
437,0,1,0.3623,334.7986145019531,1.7037836313247698,4.0000,10.0000,1.0000,15.0000,4.0000,57.779999,41.29418169161806,-7.7295764727708605,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
395,0,1,0.3623,19.33550834655762,0.83763414621353,1.0000,0.0000,4.0000,1.0000,14.0000,11.11,41.30534967999628,-7.73967570219804,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
187,1205,1,0.3623,0.70657396316528,0.48084902763367,3.0000,2.0000,14.0000,5.0000,3.0000,46.669998,41.30717,-7.745507,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
390,818,1,0.3623,9.13724422454834,0.54935157299042,3.0000,3.0000,5.0000,12.0000,2.0000,44.439999,41.29731977554606,-7.7466356779034005,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
183,0,1,0.3623,9.00856494903564,0.3388055562973,3.0000,5.0000,12.0000,6.0000,30.0000,51.110001,41.30381643177535,-7.73466834015729,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
331,610,1,0.3623,45.11653518676758,0.38292956352234,3.0000,15.0000,10.0000,10.0000,34.0000,77.779999,41.29750343545653,-7.71379402540595,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
91,879,1,0.3623,123.44931030273438,1.53265857696533,3.0000,6.0000,10.0000,0.0000,5.0000,35.560001,41.2868763906729,-7.74196732559744,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
759,0,1,0.3623,9.55317974090576,0.58732759952545,3.0000,12.0000,15.0000,10.0000,12.0000,82.220001,41.27654945039415,-7.70420749444301,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
88,73,1,0.3623,47.1094970703125,1.55837953090668,5.0000,5.0000,14.0000,1.0000,1.0000,44.439999,41.29649584986944,-7.75537906030803,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
