"pokemon_id"	"form"	"count_poke"	"percentage"	"avg_weight"	"avg_height"	"avg_size"	"avg_atk"	"avg_def"	"avg_sta"	"avg_level"	"avg_iv"	"iv_100"	"iv100_percentage"	"iv_0"	"iv0_percentage"	"shinies"	"shiny_odds"	"little_top_1"	"little_top1_percentage"	"great_top_1"	"great_top1_percentage"	"ultra_top_1"	"ultra_top1_percentage"
"277"	"0"	"4"	"0.0000"	"19.599936962127686000"	"0.720147594809532500"	"3.0000"	"8.2500"	"6.7500"	"9.7500"	"13.7500"	"55.000001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"587"	"0"	"4"	"0.0000"	"6.497071862220765000"	"0.442131385207172430"	"3.0000"	"7.7500"	"8.7500"	"5.2500"	"13.5000"	"48.335000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"68"	"815"	"4"	"0.0000"	"132.794265747070300000"	"1.651636183261872400"	"3.0000"	"11.5000"	"10.7500"	"8.5000"	"28.2500"	"68.332500"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"416"	"0"	"4"	"0.0000"	"44.832848548889160000"	"1.256912261247635000"	"3.0000"	"8.2500"	"9.0000"	"7.0000"	"17.2500"	"53.887501"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"254"	"0"	"4"	"0.0000"	"44.056738853454590000"	"1.584804713726042400"	"3.0000"	"4.5000"	"11.5000"	"8.7500"	"13.5000"	"55.000000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"355"	"914"	"4"	"0.0000"	"12.384619474411013000"	"0.695600390434262500"	"3.0000"	"8.2500"	"9.7500"	"5.2500"	"10.5000"	"51.665000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"272"	"0"	"4"	"0.0000"	"54.491755485534670000"	"1.588686704635622600"	"3.0000"	"9.0000"	"7.2500"	"8.2500"	"15.2500"	"54.445001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"89"	"75"	"4"	"0.0000"	"39.311285495758060000"	"1.280837446451185000"	"3.0000"	"4.2500"	"5.7500"	"8.0000"	"22.7500"	"39.997501"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"131"	"322"	"4"	"0.0000"	"300.205974102020260000"	"2.756355196237562800"	"3.0000"	"7.7500"	"4.2500"	"10.2500"	"16.7500"	"49.445000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"358"	"0"	"4"	"0.0000"	"1.042413651943207500"	"0.584603786468505000"	"3.0000"	"9.5000"	"9.0000"	"5.7500"	"7.0000"	"53.887500"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"686"	"0"	"4"	"0.0000"	"4.031096398830416000"	"0.447100162506102500"	"3.0000"	"5.0000"	"7.7500"	"7.7500"	"14.7500"	"45.555001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"301"	"0"	"4"	"0.0000"	"28.919709682464596000"	"1.084974959492682500"	"3.0000"	"12.7500"	"8.7500"	"8.2500"	"15.0000"	"66.110001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"394"	"0"	"4"	"0.0000"	"29.673473358154297000"	"0.914632529020307400"	"3.2500"	"11.0000"	"3.7500"	"7.0000"	"21.7500"	"48.335001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"210"	"1256"	"4"	"0.0000"	"47.342657089233400000"	"1.400584757328032600"	"3.0000"	"10.2500"	"13.0000"	"8.5000"	"21.7500"	"70.557500"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"125"	"640"	"4"	"0.0000"	"24.559338808059692000"	"0.986288815736770000"	"2.7500"	"5.5000"	"9.0000"	"7.0000"	"13.5000"	"47.777500"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"79"	"2582"	"4"	"0.0000"	"51.464666366577150000"	"1.403118312358855000"	"3.2500"	"8.0000"	"6.0000"	"6.5000"	"19.5000"	"45.555000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"258"	"205"	"4"	"0.0000"	"7.315658330917357500"	"0.406880415976045000"	"3.0000"	"5.2500"	"6.5000"	"6.7500"	"20.7500"	"41.115000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"370"	"0"	"4"	"0.0000"	"9.838949680328370000"	"0.650933697819710000"	"3.2500"	"6.7500"	"8.2500"	"9.5000"	"19.2500"	"54.445001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"610"	"0"	"4"	"0.0000"	"22.517633438110350000"	"0.654985159635545000"	"3.0000"	"8.7500"	"7.7500"	"5.2500"	"16.5000"	"48.334999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"67"	"812"	"4"	"0.0000"	"75.109003067016600000"	"1.524742096662522500"	"3.0000"	"11.2500"	"9.0000"	"10.2500"	"19.0000"	"67.775002"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"426"	"0"	"4"	"0.0000"	"18.262157917022705000"	"1.299296051263807400"	"3.0000"	"5.2500"	"12.0000"	"5.0000"	"18.7500"	"49.442500"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"77"	"1011"	"3"	"0.0000"	"31.891117095947270000"	"1.007098635037740000"	"3.0000"	"2.3333"	"9.6667"	"8.6667"	"18.3333"	"45.926666"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"213"	"827"	"3"	"0.0000"	"16.153958320617676000"	"0.520343482494353200"	"3.0000"	"5.0000"	"6.6667"	"7.6667"	"8.6667"	"42.963333"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"332"	"613"	"3"	"0.0000"	"102.200503031412770000"	"1.460310220718383100"	"3.0000"	"7.6667"	"8.6667"	"8.6667"	"17.6667"	"55.556666"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"443"	"861"	"3"	"0.0000"	"21.124724706014000000"	"0.705720861752826700"	"3.0000"	"7.3333"	"13.0000"	"11.3333"	"21.0000"	"70.370000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"452"	"1799"	"3"	"0.0000"	"70.049931844075520000"	"1.311053911844890000"	"3.0000"	"6.3333"	"13.6667"	"9.3333"	"17.6667"	"65.186665"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"201"	"8"	"3"	"0.0000"	"4.214865763982137000"	"0.503282994031903400"	"3.0000"	"6.6667"	"3.6667"	"7.6667"	"9.3333"	"40.000000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"517"	"0"	"3"	"0.0000"	"24.968249638875324000"	"0.572608550389606700"	"3.0000"	"10.3333"	"6.3333"	"10.6667"	"22.0000"	"60.743332"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"47"	"0"	"3"	"0.0000"	"34.248443603515625000"	"1.090726375579833300"	"3.0000"	"9.0000"	"11.6667"	"9.3333"	"17.0000"	"66.666667"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"722"	"0"	"3"	"0.0000"	"1.585114816824593400"	"0.306371842821436650"	"3.0000"	"7.6667"	"10.6667"	"9.3333"	"9.0000"	"61.480001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"101"	"0"	"3"	"0.0000"	"66.977077484130860000"	"1.215147972106933400"	"3.0000"	"6.0000"	"10.3333"	"5.0000"	"15.6667"	"47.406667"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"568"	"0"	"3"	"0.0000"	"37.713454564412440000"	"0.681749800841016600"	"3.0000"	"11.3333"	"7.3333"	"9.6667"	"12.0000"	"62.963333"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"388"	"691"	"3"	"0.0000"	"100.435081481933600000"	"1.100811719894410000"	"3.0000"	"6.3333"	"1.6667"	"10.3333"	"24.0000"	"40.740001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"209"	"1253"	"3"	"0.0000"	"3.858017921447753500"	"0.461154679457346700"	"2.6667"	"11.0000"	"8.3333"	"12.0000"	"13.6667"	"69.630000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"100"	"1047"	"3"	"0.0000"	"10.702724297841385000"	"0.511027534802753300"	"3.0000"	"8.6667"	"7.0000"	"6.3333"	"18.3333"	"48.890001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"88"	"74"	"3"	"0.0000"	"41.644868214925130000"	"0.692540009816490000"	"3.0000"	"11.0000"	"9.3333"	"8.6667"	"10.0000"	"64.446666"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"356"	"917"	"3"	"0.0000"	"31.854270935058594000"	"1.647742629051210000"	"3.0000"	"3.0000"	"10.6667"	"6.6667"	"10.6667"	"45.183332"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"121"	"0"	"3"	"0.0000"	"69.556992848714190000"	"1.033278306325276600"	"3.0000"	"6.3333"	"7.0000"	"5.6667"	"23.0000"	"42.223333"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"62"	"241"	"3"	"0.0000"	"50.808455149332680000"	"1.181917428970339800"	"3.0000"	"8.3333"	"6.3333"	"6.6667"	"26.0000"	"47.406668"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"8"	"184"	"3"	"0.0000"	"25.970261891682940000"	"1.100893775622050000"	"3.0000"	"5.6667"	"8.6667"	"9.6667"	"19.0000"	"53.333333"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"425"	"0"	"3"	"0.0000"	"1.456052263577780000"	"0.499680429697036700"	"3.6667"	"6.0000"	"9.6667"	"8.6667"	"24.3333"	"54.076667"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"341"	"0"	"3"	"0.0000"	"12.666823387145996000"	"0.648043870925903400"	"3.0000"	"6.6667"	"8.3333"	"5.6667"	"20.3333"	"45.926666"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"63"	"304"	"3"	"0.0000"	"23.354175567626953000"	"1.023063500722250200"	"3.0000"	"7.0000"	"4.0000"	"5.6667"	"18.6667"	"37.036667"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"522"	"0"	"3"	"0.0000"	"31.202279408772785000"	"0.865240752696990000"	"3.0000"	"4.3333"	"12.3333"	"7.3333"	"22.3333"	"53.333333"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"106"	"713"	"3"	"0.0000"	"54.699227650960290000"	"1.600034872690836700"	"3.0000"	"8.3333"	"11.0000"	"10.6667"	"17.0000"	"66.666667"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"107"	"277"	"3"	"0.0000"	"56.427207946777344000"	"1.598640004793803200"	"3.0000"	"10.6667"	"7.0000"	"12.0000"	"13.3333"	"65.926666"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"451"	"1796"	"3"	"0.0000"	"10.510514259338380000"	"0.740483562151593400"	"3.0000"	"9.6667"	"9.3333"	"10.6667"	"19.6667"	"65.926668"	"0"	"0.0000"	"0"	"0.0000"	"1"	"33.3333"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"65"	"310"	"2"	"0.0000"	"49.242712020874020000"	"1.469145834445955100"	"3.0000"	"3.0000"	"8.5000"	"6.0000"	"12.5000"	"38.890000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"650"	"0"	"2"	"0.0000"	"9.364799022674560000"	"0.418437361717225000"	"3.0000"	"6.5000"	"9.0000"	"8.5000"	"16.5000"	"53.330002"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"120"	"0"	"2"	"0.0000"	"30.636986732482910000"	"0.782129585742950000"	"3.0000"	"4.0000"	"9.5000"	"11.0000"	"10.5000"	"54.440001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"138"	"740"	"2"	"0.0000"	"4.544647455215455000"	"0.322260931134225000"	"3.0000"	"6.0000"	"11.0000"	"6.0000"	"27.0000"	"51.110001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"45"	"271"	"2"	"0.0000"	"22.838513374328613000"	"1.246531069278715000"	"3.0000"	"11.0000"	"14.0000"	"7.0000"	"19.0000"	"71.110001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"634"	"0"	"2"	"0.0000"	"57.500617980957030000"	"1.445667564868925000"	"3.0000"	"10.0000"	"8.5000"	"10.0000"	"13.5000"	"63.334999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"44"	"268"	"2"	"0.0000"	"5.528703927993774000"	"0.619357705116270000"	"3.0000"	"7.5000"	"12.0000"	"5.5000"	"27.5000"	"55.559999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"449"	"888"	"2"	"0.0000"	"46.012437820434570000"	"0.803620666265485000"	"3.0000"	"14.0000"	"2.5000"	"12.5000"	"5.5000"	"64.440002"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"293"	"1442"	"2"	"0.0000"	"17.878173351287840000"	"0.669875144958500000"	"3.0000"	"11.5000"	"12.0000"	"9.0000"	"18.0000"	"72.220001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"72"	"0"	"2"	"0.0000"	"48.157520294189450000"	"0.864544570446015100"	"3.0000"	"10.0000"	"7.0000"	"6.0000"	"18.5000"	"51.110001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"165"	"0"	"2"	"0.0000"	"11.105208396911625000"	"0.971504420042040000"	"3.0000"	"3.5000"	"13.5000"	"4.0000"	"16.0000"	"46.669999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"531"	"0"	"2"	"0.0000"	"20.658390045166016000"	"0.851965993642805000"	"2.5000"	"4.5000"	"1.5000"	"8.5000"	"9.0000"	"32.224999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"325"	"0"	"2"	"0.0000"	"33.986395835876465000"	"0.710751056671139900"	"3.0000"	"1.0000"	"10.5000"	"11.0000"	"6.5000"	"50.000000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"61"	"238"	"2"	"0.0000"	"22.452095985412594000"	"0.973451197147370000"	"3.0000"	"10.0000"	"14.0000"	"14.0000"	"11.0000"	"84.445000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"149"	"196"	"2"	"0.0000"	"253.971343994140620000"	"2.431592941284179700"	"3.0000"	"11.5000"	"5.5000"	"4.5000"	"16.0000"	"47.775002"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"206"	"0"	"2"	"0.0000"	"11.655534744262695000"	"1.433837950229645000"	"3.0000"	"5.5000"	"10.5000"	"9.5000"	"15.5000"	"56.665001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"322"	"0"	"2"	"0.0000"	"16.603693962097164000"	"0.594431579113005000"	"3.0000"	"9.5000"	"9.5000"	"4.0000"	"24.0000"	"51.110001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"201"	"16"	"2"	"0.0000"	"5.318060159683230000"	"0.532702043652534900"	"3.0000"	"5.5000"	"7.5000"	"8.5000"	"17.0000"	"47.780000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"71"	"670"	"2"	"0.0000"	"19.528470039367680000"	"1.826509714126590000"	"3.0000"	"14.0000"	"6.5000"	"10.5000"	"25.5000"	"68.885002"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"130"	"256"	"2"	"0.0000"	"231.162712097167970000"	"6.248189449310300000"	"3.0000"	"6.5000"	"0.0000"	"9.5000"	"7.0000"	"35.560001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"147"	"190"	"2"	"0.0000"	"4.593617320060730000"	"2.069941699504855000"	"3.5000"	"6.0000"	"8.0000"	"12.5000"	"10.0000"	"58.889999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"266"	"0"	"2"	"0.0000"	"8.754881143569950000"	"0.596740663051605000"	"3.0000"	"8.5000"	"5.5000"	"9.5000"	"15.5000"	"52.225000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"351"	"31"	"2"	"0.0000"	"0.741501122713085000"	"0.290064878761770000"	"3.0000"	"7.5000"	"11.5000"	"10.0000"	"12.0000"	"64.445000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"320"	"0"	"2"	"0.0000"	"118.943187713623050000"	"1.967841327190400000"	"3.0000"	"5.0000"	"4.0000"	"6.5000"	"11.0000"	"34.445001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"326"	"0"	"2"	"0.0000"	"61.656959533691406000"	"0.868479490280150000"	"3.0000"	"5.5000"	"13.0000"	"7.5000"	"15.5000"	"57.775000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"177"	"0"	"1"	"0.0000"	"2.719648599624630200"	"0.230188190937040000"	"3.0000"	"2.0000"	"10.0000"	"14.0000"	"5.0000"	"57.779999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"87"	"0"	"1"	"0.0000"	"145.170211791992200000"	"1.919510126113890000"	"3.0000"	"5.0000"	"10.0000"	"13.0000"	"16.0000"	"62.220001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"415"	"0"	"1"	"0.0000"	"2.804237365722660000"	"0.257105082273480000"	"3.0000"	"14.0000"	"10.0000"	"5.0000"	"34.0000"	"64.440002"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"57"	"0"	"1"	"0.0000"	"44.862533569335940000"	"1.175893425941470000"	"3.0000"	"10.0000"	"10.0000"	"14.0000"	"17.0000"	"75.559998"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"564"	"0"	"1"	"0.0000"	"21.561601638793950000"	"0.717099666595460000"	"3.0000"	"6.0000"	"14.0000"	"13.0000"	"26.0000"	"73.330002"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"450"	"891"	"1"	"0.0000"	"443.225616455078100000"	"2.260681629180910000"	"3.0000"	"3.0000"	"9.0000"	"6.0000"	"12.0000"	"40.000000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"101"	"1050"	"1"	"0.0000"	"56.177574157714840000"	"1.289535164833070000"	"3.0000"	"8.0000"	"6.0000"	"13.0000"	"18.0000"	"60.000000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"189"	"1211"	"1"	"0.0000"	"2.372976779937740000"	"0.699615478515620000"	"3.0000"	"11.0000"	"9.0000"	"5.0000"	"14.0000"	"55.560001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"566"	"0"	"1"	"0.0000"	"8.385290145874020000"	"0.571581602096560000"	"3.0000"	"7.0000"	"11.0000"	"13.0000"	"2.0000"	"68.889999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"227"	"1295"	"1"	"0.0000"	"40.821907043457030000"	"1.406793951988220000"	"3.0000"	"0.0000"	"8.0000"	"12.0000"	"25.0000"	"44.439999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"364"	"1601"	"1"	"0.0000"	"75.367950439453120000"	"1.067545175552370000"	"3.0000"	"8.0000"	"10.0000"	"1.0000"	"29.0000"	"42.220001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"60"	"235"	"1"	"0.0000"	"3.365033149719240000"	"0.320138871669770000"	"2.0000"	"7.0000"	"13.0000"	"1.0000"	"20.0000"	"46.669998"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"175"	"0"	"1"	"0.0000"	"10.407189369201660000"	"0.711837768554690000"	"3.0000"	"6.0000"	"9.0000"	"14.0000"	"7.0000"	"64.440002"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"22"	"0"	"1"	"0.0000"	"56.652439117431640000"	"1.451380252838129900"	"3.0000"	"6.0000"	"14.0000"	"2.0000"	"30.0000"	"48.889999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"342"	"0"	"1"	"0.0000"	"38.356243133544920000"	"1.165533065795900000"	"3.0000"	"1.0000"	"4.0000"	"11.0000"	"21.0000"	"35.560001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"315"	"0"	"1"	"0.0000"	"2.854332923889160000"	"0.367969036102290000"	"3.0000"	"11.0000"	"0.0000"	"9.0000"	"11.0000"	"44.439999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"132"	"63"	"1"	"0.0000"	\N	\N	"3.0000"	"3.0000"	"10.0000"	"4.0000"	"7.0000"	"37.779999"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"78"	"1014"	"1"	"0.0000"	"131.303497314453120000"	"1.995941519737240000"	"3.0000"	"2.0000"	"6.0000"	"6.0000"	"9.0000"	"31.110001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"70"	"667"	"1"	"0.0000"	"4.806465625762940000"	"0.912567794322970000"	"3.0000"	"13.0000"	"10.0000"	"5.0000"	"29.0000"	"62.220001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
"201"	"11"	"1"	"0.0000"	"2.225657463073730000"	"0.392245382070540000"	"3.0000"	"11.0000"	"13.0000"	"8.0000"	"10.0000"	"71.110001"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"	"0"	"0.0000"
